timestamp,respondent_id,gender,age_range,highest_qualification,total_teaching_exp,cbc_experience_years,primary_pathway,school_type,school_location,largest_class_size,subjects_taught_count,conf_B1,conf_B2,conf_B3,conf_B4,conf_B5,conf_B6,conf_B7,digi_C1a,digi_C1b,digi_C1c,digi_C1d,digi_C2a,digi_C2b,digi_C2c,digi_C2d,digi_C2e,res_D1,res_D2,res_D3,res_D4,res_D5,res_D6,train_attended,train_E2,train_E3,train_E4,train_E5,train_E6,train_E7,overall_readiness,top_challenge_1,top_challenge_2,most_needed_support,additional_comments
2025-01-20 09:41:07,RESP_T00208,Male,30-39,PGDE,6-10 years,More than 5 years,STEM,Public Day,Peri-urban,40-49,3,4,5,4,4,4,5,4,4,4,4,4,5,4,4,5,5,1,1,1,1,1,1,Yes,5.0,4.0,3.0,4.0,4.0,4.0,3,Class Size,Workload,Administrative support,Very difficult without proper resources
2025-01-10 02:59:58,RESP_T00209,Female,20-29,Diploma,6-10 years,First year,Social Sciences,Private,Rural,40-49,1,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,4,4,3,3,4,Yes,2.0,3.0,2.0,3.0,2.0,1.0,3,Digital Tools,Resources,Parent education,Need more practical support
2025-01-21 22:16:12,RESP_T00210,Male,20-29,B.Ed,Less than 2 years,2-3 years,Arts & Sports,Public County,Urban,30-39,3,3,3,4,3,3,4,4,3,2,2,2,2,2,2,2,1,3,3,4,3,4,4,Yes,3.0,4.0,4.0,4.0,3.0,4.0,3,Training,Resources,Parent education,Overwhelmed with workload
2025-01-25 12:53:15,RESP_T00211,Female,40-49,Diploma,6-10 years,2-3 years,Social Sciences,Public County,Rural,50-59,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,4,3,Yes,3.0,3.0,3.0,3.0,3.0,3.0,3,Workload,Training,Smaller classes,Very difficult without proper resources
2025-01-04 05:32:04,RESP_T00212,Male,30-39,B.Ed,2-5 years,2-3 years,Arts & Sports,Public Day,Rural,40-49,2,2,3,2,3,3,3,2,1,1,1,1,2,3,2,2,1,3,2,4,3,3,3,No,,,,,,,2,Workload,Training,Parent education,Very difficult without proper resources
2025-01-03 06:37:51,RESP_T00213,Male,30-39,B.Ed,6-10 years,First year,Arts & Sports,Public County,Peri-urban,60+,1,3,3,2,2,2,3,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,3,Yes,3.0,3.0,3.0,3.0,3.0,3.0,2,Digital Tools,Workload,Parent education,Very difficult without proper resources
2025-01-15 03:12:24,RESP_T00214,Female,40-49,B.Ed,6-10 years,4-5 years,STEM,Public Day,Urban,60+,1,4,4,4,3,4,3,4,2,3,2,2,3,2,3,2,2,2,3,3,1,3,3,Yes,3.0,3.0,3.0,3.0,3.0,3.0,3,Workload,Training,More planning time,Very difficult without proper resources
2025-01-11 15:28:06,RESP_T00215,Male,30-39,Diploma,16-20 years,2-3 years,STEM,Private,Peri-urban,50-59,4+,5,4,4,4,4,5,4,2,2,2,2,2,2,2,2,3,4,4,4,4,3,4,Yes,2.0,3.0,2.0,2.0,1.0,1.0,3,Resources,Workload,Parent education,Need more practical support
2025-01-06 01:13:48,RESP_T00216,Male,40-49,Diploma,16-20 years,2-3 years,Arts & Sports,Public Day,Peri-urban,40-49,2,4,4,4,4,4,4,4,1,2,3,3,2,3,2,3,2,1,1,1,2,2,1,No,,,,,,,3,Digital Tools,Workload,Parent education,Need more practical support
2025-01-19 15:32:38,RESP_T00217,Male,30-39,Diploma,2-5 years,2-3 years,Arts & Sports,Public County,Rural,40-49,1,5,4,4,4,4,4,5,3,2,2,2,2,2,2,2,2,4,4,4,3,4,3,Yes,4.0,4.0,4.0,3.0,3.0,4.0,3,Class Size,Digital Tools,Smaller classes,Very difficult without proper resources
2025-01-04 05:22:48,RESP_T00218,Male,50-59,Diploma,6-10 years,First year,STEM,Public County,Peri-urban,50-59,4+,3,2,2,2,2,2,3,4,3,4,5,4,3,3,3,3,3,3,3,4,2,3,Yes,3.0,3.0,4.0,3.0,3.0,3.0,3,Resources,Training,Administrative support,Need more practical support
2025-01-04 00:06:50,RESP_T00219,Female,50-59,B.Ed,6-10 years,First year,STEM,Public County,Urban,30-39,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,3,4,5,3,4,Yes,4.0,4.0,4.0,3.0,4.0,4.0,3,Digital Tools,Workload,Administrative support,Overwhelmed with workload
2025-01-22 06:26:48,RESP_T00220,Male,30-39,PGDE,2-5 years,4-5 years,STEM,Public County,Peri-urban,40-49,3,2,3,2,3,3,2,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,Yes,3.0,2.0,3.0,3.0,2.0,3.0,3,Workload,Parent Support,Administrative support,Overwhelmed with workload
2025-01-04 12:45:45,RESP_T00221,Female,30-39,B.Ed,16-20 years,First year,Arts & Sports,Public Day,Rural,20-29,4+,3,3,3,3,4,4,4,2,2,2,2,1,3,2,2,1,2,2,3,2,2,2,No,,,,,,,3,Resources,Digital Tools,Better ICT equipment,Very difficult without proper resources
2025-01-12 14:22:13,RESP_T00222,Female,30-39,B.Ed,11-15 years,2-3 years,STEM,Public Day,Urban,20-29,2,4,4,3,4,4,4,4,3,2,2,1,2,3,2,3,2,3,2,3,2,2,2,Yes,4.0,4.0,4.0,3.0,4.0,3.0,3,Workload,Digital Tools,More planning time,Very difficult without proper resources
2025-01-26 07:56:58,RESP_T00223,Male,50-59,M.Ed,2-5 years,2-3 years,Social Sciences,Public Day,Peri-urban,30-39,3,3,4,4,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,4,3,4,Yes,3.0,4.0,3.0,2.0,2.0,3.0,3,Training,Workload,Practical training,Overwhelmed with workload
2025-01-31 08:00:06,RESP_T00224,Female,30-39,B.Ed,6-10 years,2-3 years,Arts & Sports,Public County,Rural,40-49,2,3,3,2,2,2,3,3,1,2,1,1,2,2,1,2,1,3,3,3,2,3,2,No,,,,,,,2,Workload,Resources,Smaller classes,Very difficult without proper resources
2025-01-12 08:54:39,RESP_T00225,Male,30-39,M.Ed,2-5 years,2-3 years,STEM,Public County,Rural,50-59,3,3,2,4,2,3,3,3,2,2,2,2,2,3,3,2,3,3,2,3,3,2,2,Yes,3.0,2.0,3.0,3.0,3.0,3.0,2,Workload,Digital Tools,Practical training,Need more practical support
2025-01-24 20:56:50,RESP_T00226,Female,20-29,B.Ed,11-15 years,2-3 years,Social Sciences,Public Day,Rural,40-49,3,3,3,2,2,3,3,3,2,2,1,2,2,2,2,2,2,4,4,5,4,4,4,Yes,1.0,2.0,1.0,2.0,2.0,2.0,3,Parent Support,Resources,Administrative support,Need more practical support
2025-01-14 15:11:32,RESP_T00227,Male,30-39,Diploma,2-5 years,First year,STEM,Public County,Urban,40-49,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,3,2,3,3,3,2,4,3,Yes,3.0,3.0,2.0,3.0,2.0,2.0,3,Digital Tools,Resources,Better ICT equipment,Very difficult without proper resources
2025-01-04 19:53:06,RESP_T00228,Female,30-39,Diploma,More than 20 years,2-3 years,Arts & Sports,Public County,Rural,20-29,3,2,3,3,3,1,3,3,1,1,1,1,3,2,2,1,3,2,3,2,3,3,2,Yes,4.0,4.0,3.0,3.0,4.0,4.0,3,Resources,Workload,More planning time,Overwhelmed with workload
2025-01-01 19:25:20,RESP_T00229,Female,50-59,B.Ed,16-20 years,2-3 years,STEM,Public Day,Peri-urban,40-49,2,3,2,2,2,2,3,3,3,3,3,3,2,3,3,3,2,3,4,4,4,3,4,Yes,3.0,4.0,3.0,4.0,4.0,4.0,3,Digital Tools,Resources,Better ICT equipment,Very difficult without proper resources
2025-01-02 19:23:23,RESP_T00230,Male,30-39,Diploma,6-10 years,2-3 years,Social Sciences,Public Day,Urban,30-39,2,2,3,3,3,2,3,3,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,Yes,4.0,4.0,5.0,3.0,4.0,3.0,2,Parent Support,Resources,Practical training,Need more practical support
2025-01-05 04:11:59,RESP_T00231,Female,30-39,Diploma,11-15 years,First year,Social Sciences,Public County,Urban,50-59,1,4,4,4,4,4,4,5,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,No,,,,,,,3,Training,Resources,More planning time,Very difficult without proper resources
2025-01-23 23:09:11,RESP_T00232,Female,50-59,B.Ed,More than 20 years,2-3 years,STEM,Public Day,Urban,60+,4+,2,3,3,2,3,3,2,3,3,2,3,3,3,3,4,2,3,5,4,3,3,4,Yes,2.0,1.0,1.0,1.0,2.0,2.0,3,Workload,Resources,Better ICT equipment,Need more practical support
2025-01-30 05:45:40,RESP_T00233,Male,50-59,B.Ed,11-15 years,First year,STEM,Public County,Rural,30-39,2,2,2,3,3,3,2,2,1,1,1,1,2,2,2,3,2,3,3,3,4,4,3,Yes,4.0,4.0,2.0,3.0,3.0,3.0,3,Resources,Workload,Better ICT equipment,Overwhelmed with workload
2025-01-10 10:33:32,RESP_T00234,Male,30-39,B.Ed,2-5 years,First year,Social Sciences,Private,Rural,30-39,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,4,5,5,4,4,4,Yes,4.0,4.0,3.0,3.0,4.0,4.0,3,Workload,Resources,Administrative support,Overwhelmed with workload
2025-01-08 16:06:22,RESP_T00235,Female,30-39,Diploma,6-10 years,First year,STEM,Public County,Rural,40-49,2,3,3,2,3,2,3,2,1,2,1,2,2,3,1,2,2,4,4,4,4,4,4,Yes,3.0,3.0,3.0,3.0,4.0,2.0,3,Digital Tools,Resources,Administrative support,Need more practical support
2025-01-02 08:01:41,RESP_T00236,Female,30-39,Diploma,16-20 years,4-5 years,Arts & Sports,Public National,Peri-urban,60+,4+,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,3,4,3,2,3,Yes,4.0,3.0,4.0,4.0,3.0,4.0,4,Workload,Training,Parent education,Very difficult without proper resources
2025-01-03 04:27:45,RESP_T00237,Female,50-59,B.Ed,11-15 years,First year,Arts & Sports,Public Day,Rural,50-59,2,4,4,4,3,3,4,4,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,Yes,3.0,3.0,2.0,3.0,3.0,2.0,3,Resources,Workload,Practical training,Overwhelmed with workload
2025-01-17 19:46:33,RESP_T00238,Female,20-29,M.Ed,11-15 years,First year,Social Sciences,Public County,Urban,50-59,3,3,4,3,4,4,3,4,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,Yes,4.0,4.0,4.0,4.0,4.0,4.0,3,Resources,Digital Tools,Administrative support,Overwhelmed with workload
2025-01-03 18:25:33,RESP_T00239,Female,50-59,B.Ed,16-20 years,First year,Social Sciences,Public Day,Peri-urban,40-49,3,2,2,2,2,1,1,2,4,3,3,4,3,4,3,3,4,1,2,2,1,2,2,Yes,3.0,2.0,3.0,3.0,2.0,3.0,2,Resources,Digital Tools,Parent education,Overwhelmed with workload
2025-01-30 14:27:07,RESP_T00240,Female,40-49,M.Ed,16-20 years,First year,Social Sciences,Public Day,Rural,60+,2,3,3,3,4,3,4,3,2,2,2,2,2,2,2,2,3,4,3,3,3,3,3,Yes,4.0,3.0,4.0,4.0,3.0,3.0,3,Workload,Resources,Better ICT equipment,Need more practical support
2025-01-20 13:51:53,RESP_T00241,Male,40-49,B.Ed,More than 20 years,2-3 years,Arts & Sports,Public Day,Rural,30-39,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,3,3,4,2,4,Yes,3.0,3.0,2.0,2.0,3.0,3.0,2,Workload,Resources,Smaller classes,Very difficult without proper resources
2025-01-15 06:19:51,RESP_T00242,Male,20-29,B.Ed,Less than 2 years,First year,Social Sciences,Private,Rural,20-29,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,3,4,Yes,4.0,4.0,4.0,4.0,4.0,4.0,3,Resources,Workload,Smaller classes,Need more practical support
2025-01-19 10:20:02,RESP_T00243,Female,30-39,Diploma,6-10 years,First year,STEM,Public County,Peri-urban,50-59,4+,2,3,3,4,3,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,Yes,3.0,4.0,4.0,3.0,3.0,3.0,3,Workload,Resources,Practical training,Need more practical support
2025-01-02 15:27:52,RESP_T00244,Female,30-39,B.Ed,11-15 years,2-3 years,STEM,Public Day,Rural,60+,3,3,2,2,3,3,3,3,2,3,2,3,2,3,3,2,3,2,3,3,3,3,3,Yes,3.0,3.0,3.0,3.0,4.0,3.0,3,Workload,Digital Tools,Parent education,Need more practical support
2025-01-30 09:39:45,RESP_T00245,Male,30-39,B.Ed,16-20 years,2-3 years,Social Sciences,Public County,Urban,20-29,2,3,2,2,3,3,3,3,3,3,4,3,2,3,2,2,2,3,3,3,3,4,4,Yes,1.0,2.0,3.0,2.0,3.0,2.0,3,Digital Tools,Parent Support,Practical training,Overwhelmed with workload
2025-01-15 06:57:21,RESP_T00246,Male,40-49,B.Ed,11-15 years,4-5 years,Social Sciences,Public County,Rural,30-39,3,3,4,3,3,3,4,4,1,2,3,2,2,3,2,2,3,4,5,4,3,4,4,Yes,5.0,5.0,5.0,4.0,5.0,4.0,4,Policy Confusion,Workload,Practical training,Very difficult without proper resources
2025-01-09 12:13:45,RESP_T00247,Female,60+,B.Ed,2-5 years,2-3 years,Social Sciences,Public Day,Urban,20-29,2,4,4,4,3,4,4,4,1,1,2,2,1,1,2,1,2,3,2,3,3,3,2,No,,,,,,,3,Workload,Class Size,Smaller classes,Need more practical support
2025-01-15 06:20:35,RESP_T00248,Female,40-49,B.Ed,16-20 years,First year,STEM,Public County,Urban,30-39,2,3,2,3,3,3,3,3,2,3,2,2,2,2,2,2,2,1,1,2,1,1,2,Yes,2.0,2.0,2.0,2.0,3.0,3.0,2,Workload,Resources,Smaller classes,Very difficult without proper resources
2025-01-18 14:05:52,RESP_T00249,Male,40-49,Diploma,11-15 years,2-3 years,Social Sciences,Public County,Rural,30-39,3,4,5,3,4,3,4,4,3,2,3,3,2,2,2,2,2,4,4,4,4,3,4,No,,,,,,,3,Resources,Parent Support,Administrative support,Overwhelmed with workload
2025-01-31 05:13:59,RESP_T00250,Female,20-29,B.Ed,Less than 2 years,First year,STEM,Public County,Urban,60+,1,3,4,4,4,4,4,5,4,3,3,3,3,3,3,3,3,2,2,2,2,3,2,Yes,2.0,2.0,3.0,2.0,2.0,3.0,3,Training,Digital Tools,More planning time,Overwhelmed with workload
2025-01-22 11:32:33,RESP_T00251,Male,30-39,Diploma,6-10 years,2-3 years,STEM,Public Day,Urban,50-59,3,4,4,4,4,4,3,4,3,4,3,2,3,3,3,3,3,3,2,2,1,2,2,Yes,4.0,4.0,4.0,5.0,4.0,4.0,3,Digital Tools,Parent Support,More planning time,Very difficult without proper resources
2025-01-11 02:23:27,RESP_T00252,Male,20-29,PGDE,2-5 years,2-3 years,Social Sciences,Private,Urban,50-59,2,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,3,4,5,4,4,4,4,Yes,3.0,3.0,4.0,3.0,3.0,3.0,3,Resources,Digital Tools,Better ICT equipment,Need more practical support
2025-01-21 16:54:33,RESP_T00253,Male,40-49,Diploma,6-10 years,First year,STEM,Public National,Rural,50-59,3,3,3,3,4,3,3,3,1,1,1,1,1,1,2,1,1,4,5,5,4,4,5,Yes,4.0,4.0,4.0,4.0,4.0,4.0,3,Digital Tools,Resources,Practical training,Need more practical support
2025-01-29 03:36:30,RESP_T00254,Male,50-59,Diploma,Less than 2 years,2-3 years,Social Sciences,Public County,Peri-urban,40-49,1,5,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,4,3,3,3,3,Yes,4.0,3.0,3.0,4.0,4.0,3.0,4,Digital Tools,Workload,Practical training,Need more practical support
2025-01-30 05:16:23,RESP_T00255,Female,40-49,B.Ed,6-10 years,4-5 years,STEM,Public Day,Peri-urban,50-59,2,4,5,4,4,4,5,4,3,2,4,2,3,3,2,3,2,1,1,1,1,1,1,Yes,5.0,4.0,5.0,4.0,5.0,5.0,3,Class Size,Resources,Smaller classes,Overwhelmed with workload
2025-01-19 19:41:48,RESP_T00256,Male,20-29,B.Ed,6-10 years,More than 5 years,Social Sciences,Public County,Urban,40-49,3,3,4,4,4,4,3,4,2,2,2,3,3,3,3,2,4,4,5,4,4,4,4,No,,,,,,,3,Digital Tools,Workload,Smaller classes,Need more practical support
2025-01-29 20:21:00,RESP_T00257,Female,30-39,B.Ed,11-15 years,2-3 years,Social Sciences,Public National,Rural,40-49,1,3,3,2,3,2,2,2,3,2,3,2,3,3,2,3,3,3,3,2,2,3,3,Yes,3.0,4.0,4.0,4.0,3.0,4.0,3,Resources,Digital Tools,Administrative support,Overwhelmed with workload
2025-01-02 09:11:24,RESP_T00258,Female,40-49,Diploma,11-15 years,2-3 years,STEM,Public County,Peri-urban,40-49,1,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,2,Yes,3.0,4.0,3.0,4.0,3.0,4.0,3,Workload,Resources,Parent education,Overwhelmed with workload
2025-01-13 02:30:24,RESP_T00259,Male,30-39,B.Ed,16-20 years,First year,STEM,Public County,Urban,40-49,4+,4,4,4,4,3,4,4,2,2,3,3,2,3,3,3,3,3,3,3,2,2,3,Yes,4.0,3.0,4.0,4.0,4.0,4.0,3,Workload,Digital Tools,Better ICT equipment,Need more practical support
2025-01-30 18:26:55,RESP_T00260,Female,50-59,Diploma,2-5 years,First year,Arts & Sports,Public County,Rural,50-59,2,3,2,3,3,3,3,3,4,3,4,3,4,4,4,3,3,3,3,3,3,3,3,No,,,,,,,3,Resources,Digital Tools,Smaller classes,Very difficult without proper resources
2025-01-19 04:54:55,RESP_T00261,Female,50-59,M.Ed,2-5 years,2-3 years,Social Sciences,Public Day,Rural,60+,4+,4,4,3,4,4,4,3,2,1,2,1,2,1,1,2,2,3,4,3,3,3,3,No,,,,,,,3,Digital Tools,Training,More planning time,Need more practical support
2025-01-30 22:32:57,RESP_T00262,Female,40-49,M.Ed,16-20 years,2-3 years,Social Sciences,Public County,Urban,40-49,1,2,3,3,2,3,3,3,2,4,3,3,4,3,2,4,3,3,4,4,4,3,3,Yes,4.0,3.0,3.0,4.0,4.0,3.0,3,Resources,Training,Smaller classes,Need more practical support
2025-01-26 14:50:43,RESP_T00263,Male,30-39,B.Ed,2-5 years,More than 5 years,STEM,Private,Peri-urban,50-59,2,4,4,4,4,4,4,4,3,3,4,3,3,3,2,3,3,3,4,3,4,4,3,Yes,3.0,3.0,2.0,2.0,3.0,3.0,3,Training,Workload,Parent education,Very difficult without proper resources
2025-01-13 17:13:54,RESP_T00264,Female,30-39,Diploma,More than 20 years,2-3 years,Social Sciences,Public Day,Peri-urban,20-29,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,3,Yes,3.0,3.0,3.0,3.0,3.0,3.0,3,Digital Tools,Policy Confusion,More planning time,Need more practical support
2025-01-03 13:20:37,RESP_T00265,Female,20-29,B.Ed,16-20 years,2-3 years,Social Sciences,Public Day,Urban,50-59,2,4,3,4,4,5,3,4,4,3,4,3,3,3,3,3,4,3,3,3,4,2,4,Yes,4.0,3.0,4.0,4.0,3.0,4.0,3,Training,Resources,Administrative support,Need more practical support
2025-01-26 09:16:55,RESP_T00266,Male,30-39,Diploma,6-10 years,2-3 years,Social Sciences,Public National,Urban,40-49,2,3,3,3,3,3,3,3,3,3,2,3,3,4,3,3,4,2,3,2,3,3,2,Yes,4.0,3.0,4.0,4.0,3.0,3.0,3,Training,Workload,Better ICT equipment,Overwhelmed with workload
2025-01-31 10:54:31,RESP_T00267,Male,30-39,B.Ed,More than 20 years,4-5 years,Social Sciences,Public County,Urban,20-29,2,3,4,4,4,4,3,3,2,3,3,3,2,2,3,2,3,2,2,2,3,3,2,Yes,3.0,3.0,4.0,3.0,3.0,3.0,3,Workload,Class Size,More planning time,Need more practical support
2025-01-25 00:20:43,RESP_T00268,Female,40-49,Diploma,Less than 2 years,2-3 years,STEM,Public County,Urban,40-49,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,2,2,3,Yes,4.0,4.0,4.0,4.0,4.0,4.0,3,Class Size,Training,Administrative support,Need more practical support
2025-01-26 17:40:56,RESP_T00269,Female,40-49,M.Ed,6-10 years,2-3 years,STEM,Private,Rural,50-59,2,3,3,3,3,3,4,4,2,2,2,2,3,3,2,2,2,5,4,3,4,4,4,Yes,4.0,4.0,3.0,4.0,5.0,4.0,3,Digital Tools,Workload,Administrative support,Very difficult without proper resources
2025-01-14 15:29:29,RESP_T00270,Male,20-29,Diploma,11-15 years,2-3 years,Arts & Sports,Public County,Rural,30-39,2,3,2,3,2,3,2,3,1,1,1,2,2,1,2,2,2,3,3,2,4,3,2,Yes,3.0,3.0,3.0,3.0,3.0,3.0,2,Resources,Digital Tools,Better ICT equipment,Need more practical support
2025-01-30 05:27:53,RESP_T00271,Female,30-39,B.Ed,6-10 years,4-5 years,Arts & Sports,Public County,Urban,60+,1,4,3,3,4,3,3,3,3,4,3,4,3,3,2,3,2,2,3,3,2,2,3,Yes,2.0,2.0,2.0,2.0,2.0,2.0,3,Digital Tools,Training,Better ICT equipment,Very difficult without proper resources
2025-01-08 12:44:37,RESP_T00272,Male,30-39,B.Ed,More than 20 years,First year,STEM,Public County,Peri-urban,20-29,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,No,,,,,,,3,Class Size,Workload,Administrative support,Overwhelmed with workload
2025-01-19 21:38:53,RESP_T00273,Female,30-39,B.Ed,Less than 2 years,4-5 years,Social Sciences,Public County,Urban,60+,2,3,4,3,3,4,4,3,2,3,2,2,3,3,2,2,2,2,3,3,2,3,3,Yes,3.0,2.0,2.0,3.0,2.0,2.0,3,Workload,Digital Tools,Parent education,Need more practical support
2025-01-05 01:52:45,RESP_T00274,Male,50-59,Diploma,6-10 years,2-3 years,STEM,Public County,Urban,50-59,2,4,3,4,4,4,3,4,3,4,4,3,4,3,4,3,3,4,5,3,4,3,4,Yes,3.0,4.0,3.0,4.0,4.0,4.0,4,Resources,Digital Tools,Parent education,Overwhelmed with workload
2025-01-17 09:09:25,RESP_T00275,Female,20-29,M.Ed,11-15 years,2-3 years,STEM,Public County,Urban,40-49,2,2,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,2,3,3,1,2,2,Yes,4.0,3.0,3.0,3.0,3.0,3.0,3,Training,Workload,Better ICT equipment,Overwhelmed with workload
2025-01-17 10:58:12,RESP_T00276,Male,30-39,B.Ed,11-15 years,2-3 years,STEM,Public National,Rural,40-49,1,3,4,4,3,4,3,3,2,1,1,2,2,2,2,1,2,3,3,3,3,3,4,Yes,1.0,1.0,1.0,1.0,1.0,2.0,2,Resources,Policy Confusion,Smaller classes,Very difficult without proper resources
2025-01-18 02:50:07,RESP_T00277,Male,30-39,B.Ed,2-5 years,2-3 years,STEM,Public National,Rural,50-59,1,2,3,2,2,2,2,2,2,2,3,2,3,3,3,2,2,2,2,2,3,3,3,Yes,3.0,3.0,3.0,3.0,3.0,3.0,3,Workload,Digital Tools,Better ICT equipment,Need more practical support
2025-01-27 16:52:27,RESP_T00278,Male,50-59,Diploma,6-10 years,First year,Social Sciences,Public County,Urban,50-59,2,2,2,2,3,2,2,2,4,4,3,3,3,4,3,2,2,2,2,2,3,3,3,Yes,1.0,2.0,2.0,2.0,2.0,2.0,2,Workload,Resources,Better ICT equipment,Need more practical support
2025-01-05 01:10:54,RESP_T00279,Male,40-49,B.Ed,16-20 years,4-5 years,Social Sciences,Public Day,Urban,50-59,2,4,4,4,4,4,3,4,2,2,3,2,2,3,3,2,1,3,2,2,3,2,3,Yes,5.0,4.0,4.0,4.0,5.0,5.0,3,Workload,Training,Smaller classes,Very difficult without proper resources
2025-01-24 06:35:10,RESP_T00280,Female,30-39,B.Ed,2-5 years,2-3 years,STEM,Public County,Peri-urban,40-49,3,3,4,3,4,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,No,,,,,,,3,Digital Tools,Training,More planning time,Need more practical support
2025-01-22 08:02:54,RESP_T00281,Male,40-49,Diploma,16-20 years,2-3 years,STEM,Public County,Peri-urban,40-49,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,4,3,3,3,4,3,3,3,Yes,5.0,4.0,4.0,5.0,4.0,5.0,3,Digital Tools,Workload,Practical training,Overwhelmed with workload
2025-01-05 02:32:11,RESP_T00282,Female,40-49,Diploma,11-15 years,First year,Arts & Sports,Public County,Urban,60+,1,4,4,4,4,4,4,4,2,2,3,2,3,2,2,2,2,5,5,5,5,4,5,Yes,5.0,4.0,4.0,4.0,4.0,5.0,4,Resources,Digital Tools,Better ICT equipment,Need more practical support
2025-01-12 02:34:51,RESP_T00283,Male,60+,PGDE,16-20 years,2-3 years,STEM,Public County,Urban,30-39,2,4,4,4,4,4,4,3,3,2,2,3,3,3,3,2,4,3,2,2,2,1,2,Yes,4.0,3.0,4.0,4.0,3.0,4.0,3,Parent Support,Digital Tools,Better ICT equipment,Very difficult without proper resources
2025-01-13 04:54:54,RESP_T00284,Male,30-39,Diploma,11-15 years,2-3 years,Social Sciences,Private,Rural,40-49,1,5,5,5,5,5,4,5,4,4,3,4,4,3,3,4,2,3,4,3,3,4,4,Yes,2.0,3.0,3.0,3.0,2.0,3.0,4,Resources,Class Size,Parent education,Very difficult without proper resources
2025-01-28 11:21:08,RESP_T00285,Male,50-59,Diploma,2-5 years,2-3 years,STEM,Public National,Rural,30-39,3,3,3,4,4,4,3,4,4,5,4,4,3,3,4,3,3,5,5,4,4,5,4,Yes,3.0,2.0,3.0,3.0,2.0,3.0,4,Training,Parent Support,Administrative support,Overwhelmed with workload
2025-01-17 04:52:48,RESP_T00286,Male,50-59,B.Ed,11-15 years,2-3 years,Social Sciences,Public Day,Urban,50-59,4+,4,3,3,3,3,4,3,3,4,4,4,3,3,2,3,3,2,1,2,1,1,1,Yes,3.0,3.0,3.0,2.0,3.0,3.0,3,Digital Tools,Resources,Better ICT equipment,Need more practical support
2025-01-13 12:26:27,RESP_T00287,Male,50-59,B.Ed,16-20 years,2-3 years,STEM,Public Day,Peri-urban,50-59,2,2,3,3,3,3,3,3,3,3,2,3,2,2,3,2,2,3,3,3,3,3,3,Yes,4.0,3.0,4.0,3.0,3.0,3.0,3,Workload,Training,More planning time,Very difficult without proper resources
2025-01-27 19:41:25,RESP_T00288,Male,40-49,Diploma,6-10 years,More than 5 years,STEM,Public Day,Rural,30-39,2,3,3,3,3,3,3,3,2,3,2,2,2,2,3,2,4,2,2,2,1,2,2,Yes,4.0,4.0,4.0,4.0,4.0,4.0,3,Workload,Training,Practical training,Overwhelmed with workload
2025-01-06 08:07:51,RESP_T00289,Female,40-49,B.Ed,More than 20 years,2-3 years,STEM,Public County,Rural,20-29,2,4,4,4,4,4,4,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,No,,,,,,,3,Resources,Class Size,Better ICT equipment,Overwhelmed with workload
2025-01-16 00:31:17,RESP_T00290,Male,30-39,Diploma,6-10 years,4-5 years,STEM,Public County,Rural,20-29,2,2,2,2,2,2,2,3,1,1,1,1,2,1,2,1,1,3,4,3,3,4,4,Yes,5.0,5.0,5.0,5.0,4.0,5.0,3,Digital Tools,Workload,Administrative support,Overwhelmed with workload
2025-01-15 18:05:54,RESP_T00291,Female,40-49,Diploma,2-5 years,First year,Social Sciences,Public Day,Peri-urban,40-49,3,5,4,4,5,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,3,4,No,,,,,,,4,Resources,Workload,Parent education,Very difficult without proper resources
