items_composite,overall_readiness,train_E4,train_E3,train_E7,train_E6,train_E2,train_E5,training_quality_mean,Digital,Pedagogical,Digital_x_Training,res_D6,training_attended_binary,res_D5,Resource,res_D4,digi_C1d,res_D3,res_D1,res_D2,digi_C1c,digi_C2e,conf_B2,conf_B6,TRI_scaled,school_id
2.3214285714285716,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.9999999999999998,0.5000000000000002,1.2,3,0,3,0.24999999999999975,3,1,3,3,4,2,2,4,4,9.436507936507937,Public Day_Rural
3.1785714285714284,3,3.0,3.0,3.0,4.0,4.0,4.0,0.30000000000000004,0.40000000000000013,-0.37499999999999983,0.12000000000000005,3,1,3,0.49999999999999983,4,3,4,3,4,3,3,3,3,12.825396825396826,Public County_Urban
3.107142857142857,3,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.40000000000000013,-0.2499999999999999,0.0,3,1,4,0.49999999999999983,4,3,4,3,3,3,3,2,3,12.468253968253968,Public Day_Peri-urban
3.5,3,4.0,3.0,4.0,3.0,4.0,4.0,0.39999999999999997,0.6000000000000002,0.6250000000000001,0.24000000000000005,4,1,2,0.24999999999999975,4,3,3,3,3,4,4,3,3,14.023809523809524,Public Day_Urban
3.0357142857142856,3,4.0,3.0,3.0,3.0,4.0,4.0,0.30000000000000004,0.40000000000000013,-0.12499999999999994,0.12000000000000005,2,1,3,-0.25000000000000006,3,3,2,2,3,2,4,3,3,12.11111111111111,Public National_Urban
2.892857142857143,3,4.0,3.0,3.0,3.0,3.0,3.0,0.09999999999999992,-0.10000000000000003,0.3750000000000002,-0.009999999999999995,2,1,3,-0.37499999999999994,3,3,2,2,2,3,3,4,3,11.626984126984127,Public County_Urban
3.2142857142857144,3,4.0,4.0,4.0,4.0,4.0,4.0,0.6000000000000001,0.40000000000000013,0.0,0.2400000000000001,3,1,2,-0.1250000000000002,2,3,3,3,3,4,3,3,3,12.920634920634921,Public County_Urban
3.25,3,3.0,4.0,4.0,5.0,4.0,4.0,0.6000000000000001,-0.39999999999999974,0.12499999999999994,-0.23999999999999988,4,1,4,0.8749999999999998,4,2,3,5,4,2,2,3,4,13.507936507936508,Private_Rural
2.392857142857143,2,3.0,3.0,3.0,3.0,3.0,3.0,0.0,-0.9999999999999998,-0.4999999999999998,-0.0,2,1,3,0.0,4,2,2,3,3,1,2,2,2,9.96031746031746,Public County_Rural
2.75,3,2.0,2.0,2.0,2.0,2.0,2.0,-0.6000000000000001,0.3000000000000001,0.12499999999999994,-0.18000000000000008,3,1,2,-0.25000000000000006,2,4,3,2,3,3,2,3,3,10.785714285714285,Public County_Urban
2.357142857142857,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,0.3000000000000001,-0.12499999999999994,-0.36000000000000015,2,0,2,-0.625,2,3,2,2,2,3,3,3,3,9.0,Public County_Peri-urban
2.6785714285714284,3,2.0,2.0,2.0,2.0,3.0,3.0,-0.4000000000000002,-0.2999999999999997,0.2499999999999999,0.11999999999999987,3,1,3,-0.1250000000000002,2,2,3,2,3,2,2,4,4,10.761904761904763,Public County_Urban
3.642857142857143,4,3.0,4.0,4.0,4.0,3.0,4.0,0.39999999999999997,0.7000000000000003,0.5000000000000002,0.2800000000000001,4,1,3,0.7499999999999999,4,3,3,4,5,4,3,3,3,14.658730158730158,Public County_Urban
3.107142857142857,3,3.0,3.0,3.0,3.0,4.0,3.0,0.09999999999999992,1.1,-0.2499999999999999,0.10999999999999992,2,1,2,-0.5000000000000001,1,4,3,2,3,3,4,3,3,12.079365079365079,Public County_Urban
2.4642857142857144,2,2.0,2.0,2.0,2.0,1.0,2.0,-0.7000000000000001,0.40000000000000013,-0.875,-0.28000000000000014,3,1,3,-0.25000000000000006,3,3,2,2,2,3,2,2,2,9.587301587301587,Public County_Urban
3.1785714285714284,3,4.0,4.0,5.0,5.0,5.0,4.0,0.9000000000000001,-0.39999999999999974,0.6250000000000001,-0.3599999999999998,3,1,2,-0.25000000000000006,3,2,2,3,2,3,1,4,3,13.079365079365079,Public Day_Urban
2.5,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.10000000000000003,0.12499999999999994,0.12000000000000005,3,0,3,0.12499999999999988,3,2,3,3,3,2,3,4,3,9.841269841269842,Public County_Peri-urban
3.3214285714285716,3,4.0,4.0,5.0,4.0,5.0,5.0,0.9000000000000001,0.20000000000000007,-0.12499999999999994,0.18000000000000008,3,1,3,0.24999999999999975,3,3,4,3,3,2,3,3,3,13.555555555555555,Public County_Peri-urban
3.6785714285714284,4,4.0,4.0,5.0,4.0,5.0,4.0,0.7999999999999999,-0.39999999999999974,0.7500000000000001,-0.3199999999999998,5,1,4,1.4999999999999996,5,2,5,5,5,3,2,4,4,15.38888888888889,Public County_Urban
3.0714285714285716,3,4.0,3.0,4.0,3.0,4.0,4.0,0.39999999999999997,0.10000000000000003,0.6250000000000001,0.04000000000000001,2,1,1,-0.625,2,3,2,3,2,2,4,4,4,12.3015873015873,Public County_Urban
3.642857142857143,4,3.0,3.0,3.0,2.0,2.0,3.0,-0.2000000000000001,0.7000000000000003,1.4999999999999998,-0.14000000000000012,4,1,4,0.49999999999999983,3,4,3,3,4,3,2,5,4,14.468253968253967,Private_Rural
2.75,3,3.0,3.0,3.0,3.0,3.0,2.0,-0.10000000000000019,0.5000000000000002,0.12499999999999994,-0.04999999999999998,1,1,1,-1.125,1,4,2,2,1,4,3,3,4,10.674603174603174,Public Day_Urban
2.857142857142857,3,4.0,3.0,3.0,3.0,4.0,3.0,0.19999999999999984,-0.19999999999999968,-0.2499999999999999,-0.03999999999999995,3,1,3,0.12499999999999988,3,3,3,3,3,2,2,3,3,11.634920634920636,Public Day_Peri-urban
2.7857142857142856,3,4.0,4.0,4.0,4.0,4.0,4.0,0.6000000000000001,-0.19999999999999968,-0.12499999999999994,-0.11999999999999983,2,1,2,-0.7500000000000001,1,2,2,2,2,2,4,3,3,11.277777777777779,Public Day_Rural
2.2142857142857144,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.9999999999999998,0.8750000000000004,1.2,3,0,2,-0.5000000000000001,2,1,2,2,2,1,2,4,4,8.865079365079366,Public County_Rural
2.7142857142857144,3,5.0,5.0,5.0,4.0,5.0,5.0,1.0999999999999999,-1.2999999999999998,-0.875,-1.4299999999999997,4,1,4,0.49999999999999983,3,1,3,3,4,1,1,2,2,11.6984126984127,Public County_Rural
3.25,4,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,1.0,1.0,-1.2000000000000002,4,0,3,0.49999999999999983,4,4,4,3,3,4,4,4,4,12.563492063492063,Public Day_Peri-urban
2.75,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,0.20000000000000007,0.5000000000000002,-0.2400000000000001,2,0,3,0.24999999999999975,4,3,4,3,3,3,2,4,4,10.769841269841269,Public Day_Urban
2.642857142857143,3,2.0,1.0,2.0,2.0,2.0,2.0,-0.7000000000000001,0.7999999999999999,-0.12499999999999994,-0.56,1,1,2,-0.875,1,3,2,2,2,4,3,3,3,10.055555555555555,Public Day_Urban
2.8214285714285716,3,3.0,3.0,3.0,3.0,3.0,2.0,-0.10000000000000019,-0.8999999999999998,0.8750000000000004,0.08999999999999991,3,1,4,0.12499999999999988,2,2,3,3,3,2,1,4,4,11.642857142857144,Public Day_Rural
2.9642857142857144,3,4.0,3.0,4.0,3.0,4.0,3.0,0.30000000000000004,0.10000000000000003,0.0,0.030000000000000013,3,1,2,-0.25000000000000006,3,3,3,2,2,3,2,3,3,11.920634920634921,Public County_Urban
2.9285714285714284,3,3.0,3.0,4.0,4.0,4.0,3.0,0.30000000000000004,-0.5999999999999999,0.8750000000000004,-0.18,3,1,2,-0.37499999999999994,2,1,2,3,2,2,3,4,4,11.976190476190476,Public Day_Rural
3.0,3,3.0,4.0,4.0,3.0,3.0,3.0,0.19999999999999984,0.40000000000000013,0.12499999999999994,0.08000000000000007,2,1,2,-0.5000000000000001,2,3,3,2,2,4,3,3,3,11.896825396825397,Public Day_Peri-urban
2.2142857142857144,2,2.0,3.0,3.0,2.0,2.0,3.0,-0.30000000000000004,-1.2,-0.37499999999999983,0.36000000000000004,3,1,2,-0.1250000000000002,3,2,3,2,3,1,1,2,3,9.214285714285714,Public Day_Rural
2.142857142857143,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.4999999999999998,-0.12499999999999994,0.5999999999999999,2,0,2,-0.37499999999999994,2,3,3,3,2,2,2,3,3,8.444444444444445,Public National_Urban
2.9642857142857144,3,4.0,4.0,4.0,5.0,4.0,4.0,0.7000000000000003,0.40000000000000013,0.0,0.2800000000000002,2,1,1,-1.125,1,3,1,2,1,3,3,3,3,11.753968253968253,Public County_Peri-urban
2.392857142857143,2,4.0,3.0,4.0,4.0,4.0,3.0,0.39999999999999997,-0.19999999999999968,-1.75,-0.07999999999999986,2,1,3,-0.25000000000000006,3,3,3,2,2,2,3,1,1,9.753968253968253,Public County_Rural
2.607142857142857,3,4.0,4.0,4.0,4.0,4.0,4.0,0.6000000000000001,-0.39999999999999974,-1.0,-0.23999999999999988,2,1,3,-0.25000000000000006,3,2,2,2,3,2,2,2,2,10.722222222222221,Public County_Urban
3.2142857142857144,4,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,0.7000000000000003,0.5000000000000002,-0.8400000000000005,5,0,4,1.2499999999999998,5,4,4,5,4,4,4,4,4,12.658730158730158,Private_Rural
3.392857142857143,3,2.0,2.0,3.0,2.0,3.0,2.0,-0.4000000000000002,1.2999999999999998,0.5000000000000002,-0.5199999999999999,3,1,3,0.12499999999999988,3,5,3,3,3,4,4,4,4,13.15873015873016,Public County_Urban
2.892857142857143,3,3.0,4.0,5.0,4.0,4.0,5.0,0.7000000000000003,-0.5999999999999999,0.12499999999999994,-0.4200000000000001,3,1,2,-0.25000000000000006,3,2,3,2,2,1,1,3,3,11.952380952380953,Public Day_Rural
3.0,3,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.10000000000000003,-0.12499999999999994,0.0,4,1,3,0.37499999999999994,3,3,4,3,3,3,3,3,3,12.11111111111111,Public County_Urban
3.5714285714285716,4,3.0,4.0,3.0,3.0,3.0,4.0,0.19999999999999984,0.6000000000000002,1.0,0.12000000000000009,3,1,3,0.37499999999999994,3,3,4,4,3,4,3,4,4,14.285714285714286,Public County_Rural
3.3214285714285716,4,3.0,4.0,4.0,4.0,4.0,4.0,0.5000000000000001,0.0,0.12499999999999994,0.0,4,1,4,0.7499999999999999,4,2,4,3,4,4,2,3,3,13.61904761904762,Private_Urban
3.107142857142857,3,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.5000000000000002,-0.875,0.0,4,1,4,1.0,4,4,4,4,5,3,3,3,2,12.531746031746032,Public National_Urban
1.8214285714285714,2,3.0,4.0,3.0,3.0,3.0,3.0,0.09999999999999992,-0.4999999999999998,-1.875,-0.04999999999999994,1,1,1,-1.375,1,2,1,1,1,1,3,1,1,7.277777777777777,Public Day_Rural
2.857142857142857,3,4.0,3.0,3.0,3.0,4.0,3.0,0.19999999999999984,-0.2999999999999997,0.12499999999999994,-0.05999999999999997,2,1,3,-0.1250000000000002,3,3,2,3,3,1,3,4,3,11.619047619047619,Public County_Rural
1.9642857142857142,2,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.19999999999999968,-1.125,0.23999999999999966,2,0,2,-0.37499999999999994,2,2,2,3,3,3,3,2,2,7.634920634920636,Public County_Peri-urban
2.4285714285714284,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.2999999999999997,-0.37499999999999983,0.3599999999999997,4,0,4,0.6249999999999997,3,2,4,4,3,3,2,3,3,9.714285714285714,Public County_Rural
2.7142857142857144,3,3.0,3.0,4.0,4.0,3.0,3.0,0.19999999999999984,0.40000000000000013,-1.0,0.08000000000000007,3,1,2,-0.37499999999999994,2,3,2,3,2,4,3,2,2,10.777777777777779,Public County_Rural
3.0357142857142856,3,3.0,3.0,3.0,3.0,4.0,3.0,0.09999999999999992,0.0,-0.4999999999999998,0.0,4,1,4,0.8749999999999998,3,2,5,4,4,2,2,2,3,12.404761904761903,Public County_Rural
3.5714285714285716,4,4.0,4.0,4.0,4.0,4.0,4.0,0.6000000000000001,1.2000000000000002,0.7500000000000001,0.7200000000000002,1,1,2,-0.625,2,4,2,2,3,5,4,4,4,14.0,Public Day_Urban
2.9285714285714284,3,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.20000000000000007,0.6250000000000001,0.0,2,1,2,-0.7500000000000001,2,3,1,2,2,3,3,4,4,11.579365079365079,Public Day_Urban
3.0357142857142856,3,2.0,2.0,2.0,2.0,2.0,2.0,-0.6000000000000001,-0.39999999999999974,0.7500000000000001,0.23999999999999988,4,1,4,1.0,5,2,5,4,3,1,3,4,4,12.38888888888889,Public Day_Rural
2.7857142857142856,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.10000000000000003,0.7500000000000001,0.12000000000000005,4,0,4,0.49999999999999983,3,3,3,3,4,2,2,4,4,11.055555555555555,Public County_Urban
3.3214285714285716,3,5.0,5.0,3.0,4.0,3.0,4.0,0.6000000000000001,0.7000000000000003,-0.12499999999999994,0.42000000000000026,3,1,3,0.0,3,3,2,3,3,4,4,3,3,13.277777777777779,Public County_Peri-urban
3.3214285714285716,3,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.5000000000000002,0.0,0.0,4,1,4,0.8749999999999998,4,4,4,4,4,3,3,4,3,13.365079365079366,Private_Urban
2.1785714285714284,2,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.4999999999999998,-0.7500000000000001,0.5999999999999999,4,0,3,0.37499999999999994,3,2,3,4,3,2,2,2,2,8.730158730158731,Public Day_Rural
2.642857142857143,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,0.8999999999999999,0.3750000000000002,-1.08,2,0,2,-0.875,2,3,1,1,2,4,4,3,4,9.904761904761905,Public Day_Peri-urban
1.8571428571428572,2,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-1.4999999999999998,-0.6250000000000001,1.8,3,0,3,0.37499999999999994,4,1,3,3,4,1,1,2,2,7.761904761904762,Public Day_Rural
2.357142857142857,2,4.0,4.0,4.0,4.0,4.0,4.0,0.6000000000000001,0.0,-1.875,0.0,2,1,2,-0.7500000000000001,2,2,1,2,2,3,3,1,1,9.5,Public County_Urban
3.357142857142857,3,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.7999999999999999,0.3750000000000002,0.0,3,1,3,0.24999999999999975,3,3,3,3,4,4,3,4,4,13.293650793650793,Public County_Urban
2.5357142857142856,3,3.0,3.0,4.0,4.0,4.0,4.0,0.39999999999999997,-0.9999999999999998,0.3750000000000002,-0.39999999999999986,3,1,1,-0.875,2,2,2,1,1,1,2,4,3,10.46031746031746,Public County_Rural
3.0357142857142856,3,3.0,2.0,2.0,2.0,3.0,3.0,-0.30000000000000004,0.5000000000000002,0.6250000000000001,-0.15000000000000008,2,1,3,-0.37499999999999994,2,4,2,3,2,3,3,4,4,11.912698412698413,Public County_Urban
2.75,3,4.0,3.0,3.0,3.0,3.0,3.0,0.09999999999999992,-0.2999999999999997,-0.12499999999999994,-0.029999999999999947,3,1,3,-0.1250000000000002,2,3,3,2,3,1,3,3,3,11.166666666666666,Public County_Urban
2.857142857142857,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,0.6000000000000002,0.5000000000000002,-0.7200000000000003,3,0,3,0.12499999999999988,3,4,3,3,3,4,3,3,4,11.047619047619047,Public Day_Peri-urban
2.0357142857142856,2,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.39999999999999974,-1.5,0.47999999999999976,3,0,4,0.49999999999999983,4,2,3,4,3,2,3,1,1,8.150793650793652,Public Day_Rural
3.357142857142857,3,4.0,5.0,4.0,4.0,4.0,4.0,0.7000000000000003,0.5000000000000002,0.7500000000000001,0.3500000000000003,2,1,2,-0.625,2,4,2,2,2,4,3,4,4,13.38888888888889,Public Day_Peri-urban
2.4285714285714284,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,0.3000000000000001,-0.7500000000000001,-0.36000000000000015,3,0,3,0.24999999999999975,3,3,3,3,4,2,3,2,2,9.452380952380953,Private_Rural
2.1785714285714284,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.19999999999999968,-0.875,0.23999999999999966,3,0,3,0.12499999999999988,3,3,3,3,3,2,2,2,3,8.587301587301587,Public National_Urban
3.0714285714285716,3,4.0,3.0,4.0,4.0,4.0,3.0,0.39999999999999997,-0.19999999999999968,0.7500000000000001,-0.07999999999999986,2,1,2,-0.37499999999999994,3,3,2,3,2,2,2,4,4,12.444444444444445,Public Day_Rural
3.0714285714285716,3,3.0,3.0,3.0,3.0,2.0,3.0,-0.10000000000000019,1.4000000000000001,-0.7500000000000001,-0.1399999999999999,2,1,3,-0.25000000000000006,3,5,2,2,3,5,4,2,2,11.841269841269842,Public County_Urban
3.3214285714285716,3,3.0,3.0,3.0,4.0,4.0,4.0,0.30000000000000004,-0.5999999999999999,0.3750000000000002,-0.18,5,1,4,1.4999999999999996,5,2,5,5,5,2,2,4,3,13.904761904761905,Public County_Rural
3.0,3,3.0,3.0,3.0,3.0,2.0,3.0,-0.10000000000000019,-0.2999999999999997,0.3750000000000002,0.029999999999999947,3,1,3,0.49999999999999983,4,3,4,4,3,2,3,4,3,12.238095238095239,Public County_Rural
2.607142857142857,3,3.0,3.0,4.0,4.0,4.0,3.0,0.30000000000000004,-0.5999999999999999,-0.12499999999999994,-0.18,2,1,2,-0.5000000000000001,2,2,2,2,3,3,2,3,3,10.666666666666666,Public County_Urban
3.5,4,3.0,4.0,3.0,3.0,3.0,3.0,0.09999999999999992,0.7999999999999999,0.7500000000000001,0.07999999999999993,3,1,4,0.24999999999999975,3,4,3,3,3,4,3,4,4,13.888888888888888,Public County_Peri-urban
2.0357142857142856,2,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.4999999999999998,-0.37499999999999983,0.5999999999999999,3,0,2,-0.5000000000000001,2,2,2,2,2,2,2,3,3,7.992063492063492,Public County_Peri-urban
3.392857142857143,4,3.0,3.0,4.0,3.0,3.0,3.0,0.09999999999999992,0.7000000000000003,0.2499999999999999,0.06999999999999998,4,1,3,0.49999999999999983,3,4,3,4,4,4,4,4,4,13.53968253968254,Public County_Urban
2.5714285714285716,3,3.0,3.0,3.0,3.0,3.0,3.0,0.0,-1.4999999999999998,0.7500000000000001,-0.0,2,1,3,0.0,3,1,3,3,3,1,1,4,4,10.833333333333334,Public Day_Rural
2.6785714285714284,3,1.0,1.0,1.0,1.0,2.0,1.0,-1.1,0.5000000000000002,0.0,-0.5500000000000003,2,1,3,0.0,2,3,3,3,4,4,3,3,3,10.365079365079366,Public County_Urban
2.4642857142857144,2,2.0,2.0,1.0,2.0,2.0,2.0,-0.7000000000000001,-1.3999999999999997,0.7500000000000001,0.9799999999999999,3,1,3,0.37499999999999994,4,1,4,3,3,1,1,4,4,10.277777777777779,Public County_Rural
2.75,3,3.0,2.0,3.0,2.0,3.0,4.0,-0.10000000000000019,0.0,-0.37499999999999983,-0.0,3,1,3,0.0,3,2,3,2,3,3,2,3,3,11.04761904761905,Public County_Peri-urban
3.0357142857142856,3,4.0,5.0,5.0,5.0,5.0,5.0,1.0999999999999999,-0.4999999999999998,-0.4999999999999998,-0.5499999999999997,3,1,3,0.24999999999999975,3,2,3,3,4,2,2,3,3,12.682539682539684,Public County_Urban
3.5,4,4.0,3.0,3.0,4.0,4.0,4.0,0.39999999999999997,0.0,1.6250000000000002,0.0,3,1,2,0.0,3,3,3,3,3,2,3,5,5,14.166666666666666,Public Day_Peri-urban
3.0714285714285716,3,3.0,3.0,2.0,3.0,3.0,2.0,-0.2000000000000001,0.8999999999999999,-0.2499999999999999,-0.18000000000000008,3,1,3,0.0,3,4,2,3,3,4,5,2,3,12.023809523809524,Public Day_Urban
3.25,3,4.0,4.0,4.0,4.0,5.0,3.0,0.6000000000000001,0.3000000000000001,0.5000000000000002,0.18000000000000008,2,1,3,-0.37499999999999994,2,3,2,2,3,3,3,4,4,13.047619047619047,Public Day_Rural
2.9285714285714284,3,4.0,4.0,4.0,4.0,4.0,4.0,0.6000000000000001,0.10000000000000003,0.3750000000000002,0.060000000000000026,1,1,1,-1.125,2,3,1,1,2,3,3,4,4,11.682539682539684,Public County_Rural
2.7142857142857144,3,3.0,3.0,4.0,4.0,4.0,3.0,0.30000000000000004,-0.39999999999999974,-0.12499999999999994,-0.11999999999999994,3,1,2,-0.37499999999999994,2,2,2,3,2,2,2,3,3,11.055555555555555,Public County_Urban
2.6785714285714284,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.5999999999999999,0.6250000000000001,0.72,4,0,4,0.8749999999999998,4,2,4,4,4,2,2,3,4,10.857142857142858,Public County_Urban
3.0357142857142856,3,3.0,3.0,3.0,3.0,3.0,2.0,-0.10000000000000019,0.0,0.5000000000000002,-0.0,3,1,3,0.12499999999999988,3,3,3,3,3,3,3,4,4,12.214285714285715,Public County_Peri-urban
2.5,3,3.0,3.0,3.0,4.0,2.0,3.0,0.0,-0.5999999999999999,0.3750000000000002,-0.0,1,1,2,-1.0,2,2,1,1,2,2,2,4,4,10.071428571428571,Public County_Rural
2.5714285714285716,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,0.20000000000000007,-0.875,-0.2400000000000001,5,0,4,1.0,4,3,4,4,4,3,4,2,2,10.1984126984127,Public County_Urban
2.357142857142857,3,3.0,3.0,3.0,3.0,3.0,3.0,0.0,-0.7999999999999999,-0.2499999999999999,-0.0,1,1,2,-0.625,2,2,2,2,3,2,2,3,3,9.634920634920634,Public County_Rural
3.142857142857143,3,1.0,1.0,2.0,3.0,1.0,2.0,-0.8,1.2000000000000002,0.7500000000000001,-0.9600000000000002,2,1,3,-0.37499999999999994,2,4,2,3,2,4,4,4,4,12.0,Public Day_Urban
2.5357142857142856,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,0.3000000000000001,-0.37499999999999983,-0.36000000000000015,3,0,3,0.24999999999999975,3,3,4,3,3,3,4,3,3,9.880952380952381,Public County_Urban
2.892857142857143,3,4.0,4.0,4.0,4.0,5.0,4.0,0.7000000000000003,-0.8999999999999998,0.12499999999999994,-0.6300000000000001,3,1,3,0.12499999999999988,3,2,3,3,3,1,2,3,3,12.11904761904762,Public Day_Rural
1.8571428571428572,2,2.0,1.0,2.0,2.0,2.0,1.0,-0.8,-0.5999999999999999,-1.875,0.4799999999999999,2,1,3,0.0,3,2,3,3,3,2,2,1,1,7.500000000000001,Public County_Urban
2.4285714285714284,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-1.2,1.4999999999999998,1.4400000000000002,3,0,2,-0.1250000000000002,2,1,3,3,3,2,1,5,5,9.857142857142856,Private_Rural
2.2142857142857144,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.19999999999999968,-1.25,0.23999999999999966,3,0,4,0.6249999999999997,4,2,3,4,4,3,2,2,1,8.825396825396826,Public County_Peri-urban
2.642857142857143,3,2.0,3.0,2.0,3.0,3.0,3.0,-0.2000000000000001,-1.2999999999999998,0.3750000000000002,0.26000000000000006,3,1,3,0.6249999999999997,4,1,4,4,4,1,1,3,4,11.126984126984127,Public County_Rural
3.1785714285714284,3,5.0,5.0,5.0,5.0,5.0,5.0,1.2000000000000002,-0.39999999999999974,0.7500000000000001,-0.47999999999999976,2,1,2,-0.7500000000000001,1,3,2,2,2,2,2,4,4,13.055555555555555,Public County_Rural
3.142857142857143,3,2.0,3.0,2.0,3.0,3.0,3.0,-0.2000000000000001,0.3000000000000001,0.5000000000000002,-0.060000000000000046,3,1,4,0.24999999999999975,3,3,3,3,3,4,2,4,3,12.547619047619047,Public Day_Peri-urban
2.642857142857143,3,2.0,2.0,3.0,2.0,2.0,2.0,-0.5000000000000001,0.10000000000000003,-0.37499999999999983,-0.05000000000000003,3,1,3,0.0,3,3,3,3,2,3,3,3,3,10.492063492063492,Private_Rural
2.642857142857143,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,0.40000000000000013,-0.12499999999999994,-0.4800000000000002,3,0,3,0.24999999999999975,3,3,3,3,4,4,4,3,3,10.277777777777777,Public Day_Urban
2.7142857142857144,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,0.7000000000000003,0.8750000000000004,-0.8400000000000005,1,0,2,-0.875,2,4,2,1,2,3,3,4,5,10.253968253968255,Public County_Rural
2.2857142857142856,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.5999999999999999,0.12499999999999994,0.72,3,0,2,0.0,3,2,3,3,3,1,2,3,4,9.119047619047619,Public Day_Peri-urban
2.0714285714285716,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-1.0999999999999999,0.8750000000000004,1.32,2,0,2,-0.875,1,1,2,1,2,1,1,4,5,8.253968253968255,Public County_Rural
2.607142857142857,3,3.0,3.0,3.0,3.0,2.0,3.0,-0.10000000000000019,0.0,-0.7500000000000001,-0.0,2,1,2,-0.1250000000000002,3,3,3,3,3,3,2,2,3,10.452380952380953,Private_Rural
2.607142857142857,3,5.0,4.0,5.0,5.0,5.0,5.0,1.0999999999999999,-1.0999999999999999,-1.0,-1.2099999999999997,3,1,2,0.0,3,1,3,3,3,2,1,2,2,11.11111111111111,Public Day_Rural
2.5714285714285716,2,3.0,2.0,2.0,3.0,2.0,2.0,-0.4000000000000002,-0.4999999999999998,-0.37499999999999983,0.1999999999999999,3,1,3,0.37499999999999994,4,2,4,3,3,2,3,2,3,10.492063492063494,Public County_Peri-urban
2.8214285714285716,3,2.0,3.0,2.0,2.0,3.0,3.0,-0.30000000000000004,0.0,0.2499999999999999,-0.0,3,1,3,-0.1250000000000002,3,3,3,2,2,3,3,4,3,11.261904761904761,Public County_Urban
2.8214285714285716,3,3.0,3.0,3.0,3.0,3.0,3.0,0.0,-0.7999999999999999,0.3750000000000002,-0.0,3,1,3,0.37499999999999994,3,2,3,4,4,2,2,4,3,11.682539682539684,Public County_Rural
2.9285714285714284,3,3.0,4.0,3.0,3.0,4.0,3.0,0.19999999999999984,0.20000000000000007,-0.4999999999999998,0.040000000000000036,3,1,3,0.12499999999999988,3,2,3,3,3,3,2,2,3,11.793650793650794,Public National_Urban
2.357142857142857,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.5999999999999999,0.7500000000000001,0.72,3,0,3,-0.37499999999999994,2,2,2,2,2,3,2,4,4,9.333333333333334,Public Day_Rural
2.357142857142857,2,4.0,3.0,4.0,4.0,3.0,3.0,0.30000000000000004,-1.2999999999999998,-0.2499999999999999,-0.39,2,1,3,-0.37499999999999994,2,1,2,3,2,1,1,3,3,9.912698412698413,Public County_Rural
4.107142857142857,4,4.0,4.0,4.0,4.0,4.0,4.0,0.6000000000000001,1.6000000000000003,1.3750000000000002,0.9600000000000003,3,1,3,0.12499999999999988,3,4,3,3,3,5,5,5,5,16.158730158730158,Public County_Urban
2.642857142857143,3,3.0,4.0,2.0,2.0,1.0,2.0,-0.4000000000000002,-0.39999999999999974,0.7500000000000001,0.1599999999999999,2,1,2,-0.625,2,3,3,2,1,2,2,4,4,10.555555555555555,Public County_Urban
2.3214285714285716,3,3.0,3.0,3.0,2.0,4.0,3.0,0.0,-0.9999999999999998,-0.12499999999999994,-0.0,3,1,2,-0.625,2,2,2,2,1,2,1,3,3,9.555555555555555,Public Day_Rural
